accept_type,author_list,filename,majority_authors_from_india,paper_content,paper_id,paper_title,pdf_url,top_author_from_india
poster,"[{'name': 'Priyank Pathak', 'openreview_id': '~Priyank_Pathak1', 'affiliation_name': 'University of Central Florida', 'affiliation_domain': 'ucf.edu', 'affiliation_country': 'US'}, {'name': 'Shyam Marjit', 'openreview_id': '~Shyam_Marjit1', 'affiliation_name': 'Indian Institute of Science, Indian institute of science, Bangalore', 'affiliation_domain': 'iisc.ac.in', 'affiliation_country': 'IN'}, {'name': 'Shruti Vyas', 'openreview_id': '~Shruti_Vyas1', 'affiliation_name': 'University of Central Florida', 'affiliation_domain': 'ucf.edu', 'affiliation_country': 'US'}, {'name': 'Yogesh S Rawat', 'openreview_id': '~Yogesh_S_Rawat1', 'affiliation_name': 'University of Central Florida', 'affiliation_domain': 'ucf.edu', 'affiliation_country': 'US'}]",ui/indiaml-tracker/public/tracker/iclr-2025.json,False,"This paper introduces LR0.FM, a benchmark to evaluate the zero-shot classification performance of foundation models on low-resolution images.  It assesses the impact of resolution on the performance of 10 models across 66 backbones and 15 datasets.  The study aims to determine the robustness of these models to lower resolution and identify factors influencing this performance, including model size, pre-training dataset characteristics, and finetuning impact.
",AsFxRSLtqR,LR0.FM: LOW-RESOLUTION ZERO-SHOT CLASSIFICATION BENCHMARK FOR FOUNDATION MODELS,https://openreview.net/pdf/4e0dd81f6d23c736f87d3dee4272d5e4f0812e16.pdf,False
poster,"[{'name': 'Indradyumna Roy', 'openreview_id': '~Indradyumna_Roy1', 'affiliation_name': 'Indian Institute of Technology Bombay', 'affiliation_domain': 'iitb.ac.in', 'affiliation_country': 'IN'}, {'name': 'Eeshaan Jain', 'openreview_id': '~Eeshaan_Jain1', 'affiliation_name': 'EPFL - EPF Lausanne', 'affiliation_domain': 'epfl.ch', 'affiliation_country': 'CH'}, {'name': '', 'openreview_id': '~Soumen_Chakrabarti1', 'affiliation_name': 'Indian Institute of Technology Bombay', 'affiliation_domain': 'iitb.ac.in', 'affiliation_country': 'IN'}, {'name': 'Abir De', 'openreview_id': '~Abir_De1', 'affiliation_name': 'Indian Institute of Technology Bombay,', 'affiliation_domain': 'iitb.ac.in', 'affiliation_country': 'IN'}]",ui/indiaml-tracker/public/tracker/iclr-2025.json,True,"This paper introduces a differentiable estimator for predicting a graph's clique number.  The approach formulates the maximum clique problem as finding dense submatrices within a permuted adjacency matrix, using a differentiable mechanism to search for optimal permutations.  The method is designed for situations where explicit clique demonstrations are unavailable but clique size estimation is crucial.
",DFSb67ksVr,Clique Number Estimation via Differentiable Functions of Adjacency Matrix Permutations,https://openreview.net/pdf/c827a3961d4fc71d35f295fe47af1a56513b177c.pdf,True
poster,"[{'name': 'Divya Jyoti Bajpai', 'openreview_id': '~Divya_Jyoti_Bajpai1', 'affiliation_name': 'Indian Institute of Technology, Bombay, Dhirubhai Ambani Institute Of Information and Communication Technology', 'affiliation_domain': 'iitb.ac.in', 'affiliation_country': 'IN'}, {'name': 'Manjesh Kumar Hanawal', 'openreview_id': '~Manjesh_Kumar_Hanawal1', 'affiliation_name': 'Indian Institute of Technology Bombay', 'affiliation_domain': 'iitb.ac.in', 'affiliation_country': 'IN'}]",ui/indiaml-tracker/public/tracker/iclr-2025.json,True,"This paper proposes a new method, BEEM, to improve the performance of early exit deep neural networks (DNNs).  BEEM leverages multi-exit classifiers as ""experts"" to aggregate confidence scores, considering only consistent predictions from neighboring experts.  The goal is to achieve faster inference speed with comparable or improved accuracy compared to traditional DNN inference, utilizing the COCO and GLUE datasets.
",EzrZX9bd4G,BEEM: Boosting Performance of Early Exit DNNs using Multi-Exit Classifiers as Experts,https://openreview.net/pdf/debbb712eb9e26bf61695ebf77801a55131c9e21.pdf,True
poster,"[{'name': 'Xue Han', 'openreview_id': '~Xue_Han3', 'affiliation_name': 'China Mobile Research Institute', 'affiliation_domain': 'chinamobile.com', 'affiliation_country': 'CN'}, {'name': 'Yitong Wang', 'openreview_id': '~Yitong_Wang2', 'affiliation_name': 'China Mobile Research Institute', 'affiliation_domain': 'chinamobile.com', 'affiliation_country': 'CN'}, {'name': 'Junlan Feng', 'openreview_id': '~Junlan_Feng3', 'affiliation_name': 'China Mobile', 'affiliation_domain': 'ioa.ac.cn', 'affiliation_country': 'CN'}, {'name': 'wenchun.gao', 'openreview_id': '~wenchun.gao2', 'affiliation_name': 'China Mobile Communications Company Limited Research Institute', 'affiliation_domain': 'chinamobile.com', 'affiliation_country': 'CN'}, {'name': 'Qian Hu', 'openreview_id': '~Qian_Hu5', 'affiliation_name': 'CMRI', 'affiliation_domain': 'chinamobile.com', 'affiliation_country': 'IN'}, {'name': 'Chao Deng', 'openreview_id': '~Chao_Deng4', 'affiliation_name': 'China Mobile Research Institute', 'affiliation_domain': 'jiutian.10086.cn', 'affiliation_country': 'CN'}]",ui/indiaml-tracker/public/tracker/iclr-2025.json,False,"This paper introduces LOIRE, a lifelong learning framework for pre-trained language models (PLMs).  LOIRE aims to efficiently adapt PLMs to new, incremental data without complete retraining, thereby reducing computational costs while maintaining performance.  The framework employs novel growth operators and a refined growth schedule, addressing limitations of existing approaches.
",F5PlYMC5ik,LOIRE: LifelOng learning on Incremental data via pre-trained language model gRowth Efficiently,https://openreview.net/pdf/b87c8fd1af16706a48a7227e5f6a4de6a18727e1.pdf,False
poster,"[{'name': 'Alexey Gorbatovski', 'openreview_id': '~Alexey_Gorbatovski1', 'affiliation_name': 'T-Tech', 'affiliation_domain': 't-tech.dev', 'affiliation_country': 'RU'}, {'name': 'Boris Shaposhnikov', 'openreview_id': '~Boris_Shaposhnikov1', 'affiliation_name': 'T-Tech', 'affiliation_domain': 'UNK', 'affiliation_country': 'IN'}, {'name': 'Alexey Malakhov', 'openreview_id': '~Alexey_Malakhov1', 'affiliation_name': 'Financial University', 'affiliation_domain': 'edu.fa.ru', 'affiliation_country': 'RU'}, {'name': 'Nikita Surnachev', 'openreview_id': '~Nikita_Surnachev1', 'affiliation_name': 'T-Tech', 'affiliation_domain': 'UNK', 'affiliation_country': 'IN'}, {'name': 'Yaroslav Aksenov', 'openreview_id': '~Yaroslav_Aksenov1', 'affiliation_name': 'T-Tech', 'affiliation_domain': 'UNK', 'affiliation_country': 'IN'}, {'name': 'Ian Maksimov', 'openreview_id': '~Ian_Maksimov1', 'affiliation_name': 'Higher School of Economics, Higher School of Economics', 'affiliation_domain': 'cs.hse.ru', 'affiliation_country': 'RU'}, {'name': 'Nikita Balagansky', 'openreview_id': '~Nikita_Balagansky3', 'affiliation_name': 'Moscow Institute of Physics and Technology', 'affiliation_domain': 'phystech.edu', 'affiliation_country': 'RU'}, {'name': 'Daniil Gavrilov', 'openreview_id': '~Daniil_Gavrilov1', 'affiliation_name': 'T-Bank', 'affiliation_domain': 'tbank.ru', 'affiliation_country': 'RU'}]",ui/indiaml-tracker/public/tracker/iclr-2025.json,False,"This paper introduces a novel Trust Region approach to aligning large language models (LLMs).  The approach dynamically updates the reference policy during training, mitigating overoptimization issues often encountered in offline alignment methods.  The authors demonstrate improved performance in various tasks, including dialogue and summarization, and in general-purpose assistant setups, surpassing conventional methods.
",H0qIWXXLUR,Learn Your Reference Model for Real Good Alignment,https://openreview.net/pdf/ad56fa8ef01bdd6f6903602f1532fbfa1424352e.pdf,False
poster,"[{'name': 'Harshit Varma', 'openreview_id': '~Harshit_Varma1', 'affiliation_name': 'Inception Labs', 'affiliation_domain': 'inceptionai.xyz', 'affiliation_country': 'US'}, {'name': 'Dheeraj Mysore Nagaraj', 'openreview_id': '~Dheeraj_Mysore_Nagaraj1', 'affiliation_name': 'Google', 'affiliation_domain': 'google.com', 'affiliation_country': 'US'}, {'name': '', 'openreview_id': '~Karthikeyan_Shanmugam1', 'affiliation_name': 'Google Deepmind', 'affiliation_domain': 'google.com', 'affiliation_country': 'IN'}]",ui/indiaml-tracker/public/tracker/iclr-2025.json,False,"This paper introduces the Glauber Generative Model (GGM), a novel discrete diffusion model for generating samples from a given distribution.  Unlike prior methods that use regression or variational approximations, GGM learns a denoising Markov chain by solving binary classification tasks.  The authors demonstrate GGM's effectiveness in language modeling and image generation, outperforming existing discrete diffusion models in language and achieving strong results for image generation.
",HyjIEf90Tn,Glauber Generative Model: Discrete Diffusion Models via Binary Classification,https://openreview.net/pdf/ed0abd318619dfe4330271693402f90d85304fa5.pdf,False
poster,"[{'name': 'Sravanti Addepalli', 'openreview_id': '~Sravanti_Addepalli1', 'affiliation_name': 'Google', 'affiliation_domain': 'google.com', 'affiliation_country': 'IN'}, {'name': 'Yerram Varun', 'openreview_id': '~Yerram_Varun1', 'affiliation_name': 'Research, Google', 'affiliation_domain': 'research.google.com', 'affiliation_country': 'IN'}, {'name': 'Arun Suggala', 'openreview_id': '~Arun_Suggala1', 'affiliation_name': 'Google', 'affiliation_domain': 'google.com', 'affiliation_country': 'IN'}, {'name': '', 'openreview_id': '~Karthikeyan_Shanmugam1', 'affiliation_name': 'Google Deepmind', 'affiliation_domain': 'google.com', 'affiliation_country': 'IN'}, {'name': '', 'openreview_id': '~Prateek_Jain1', 'affiliation_name': 'Google', 'affiliation_domain': 'google.com', 'affiliation_country': 'US'}]",ui/indiaml-tracker/public/tracker/iclr-2025.json,True,"This research investigates the vulnerability of safety-trained large language models (LLMs) to natural, semantically related prompts.  The paper aims to evaluate whether these models, despite alignment techniques, remain safe against prompts that are not specifically crafted as adversarial attacks.  A novel method, Response Guided Question Augmentation (ReG-QA), is proposed to systematically generate such prompts and assess the models' robustness.
",LO4MEPoqrG,Does Safety Training of LLMs Generalize to Semantically Related Natural Prompts?,https://openreview.net/pdf/f432171f3c6052c0ec517871292566b7399bd96f.pdf,True
poster,"[{'name': 'Sohan Patnaik', 'openreview_id': '~Sohan_Patnaik1', 'affiliation_name': 'Adobe Systems', 'affiliation_domain': 'adobe.com', 'affiliation_country': 'IN'}, {'name': 'Milan Aggarwal', 'openreview_id': '~Milan_Aggarwal2', 'affiliation_name': 'Adobe Systems', 'affiliation_domain': 'adobe.com', 'affiliation_country': 'US'}, {'name': 'Sumit Bhatia', 'openreview_id': '~Sumit_Bhatia1', 'affiliation_name': 'Adobe Systems', 'affiliation_domain': 'adobe.com', 'affiliation_country': 'IN'}, {'name': '', 'openreview_id': '~Balaji_Krishnamurthy1', 'affiliation_name': 'Adobe Systems', 'affiliation_domain': 'adobe.com', 'affiliation_country': 'IN'}]",ui/indiaml-tracker/public/tracker/iclr-2025.json,True,"This paper introduces COALITION, a framework designed to enhance the rationale-generating capabilities of smaller language models (SLMs).  The approach leverages two variants of the same SLM interacting to generate and refine rationales, ultimately improving the SLM's ability to produce accurate answers.  The framework, trained via Selective Rationale Optimization, aims to address the limitations of relying on larger, often opaque language models for training smaller models and improve their performance on tasks like mathematical problems, commonsense reasoning, and natural language inference.
",NHxwxc3ql6,It Helps to Take a Second Opinion: Teaching Smaller LLMs To Deliberate Mutually via Selective Rationale Optimisation,https://openreview.net/pdf/799ba059f2d6b50ca4668376ba1cdd8d72138627.pdf,True
poster,"[{'name': 'Somesh Kumar Singh', 'openreview_id': '~Somesh_Kumar_Singh2', 'affiliation_name': 'Indraprastha Institute of Information Technology, Delhi', 'affiliation_domain': 'iiitd.ac.in', 'affiliation_country': 'IN'}, {'name': 'Yaman Kumar Singla', 'openreview_id': '~Yaman_Kumar_Singla1', 'affiliation_name': 'Adobe ', 'affiliation_domain': 'adobe.com', 'affiliation_country': 'IN'}, {'name': 'Harini S I', 'openreview_id': '~Harini_S_I1', 'affiliation_name': 'Adobe Systems', 'affiliation_domain': 'adobe.com', 'affiliation_country': 'IN'}, {'name': '', 'openreview_id': '~Balaji_Krishnamurthy1', 'affiliation_name': 'Adobe Systems', 'affiliation_domain': 'adobe.com', 'affiliation_country': 'IN'}]",ui/indiaml-tracker/public/tracker/iclr-2025.json,True,"This paper introduces PersuasionBench and PersuasionArena, large-scale benchmarks and arenas to evaluate the persuasive abilities of large language models (LLMs).  The research aims to measure both simulative and generative persuasion capabilities,  highlighting that persuasiveness correlates with model size but can be enhanced through targeted training in smaller models.
",NfCEVihkdC,Measuring And Improving Persuasiveness Of Large Language Models,https://openreview.net/pdf/ac884658f87199ebcb457a610bf628ecf481891f.pdf,True
poster,"[{'name': 'Prateek Garg', 'openreview_id': '~Prateek_Garg3', 'affiliation_name': 'Indian Institute of Technology Bombay', 'affiliation_domain': 'iitb.ac.in', 'affiliation_country': 'IN'}, {'name': 'Lokesh Nagalapatti', 'openreview_id': '~Lokesh_Nagalapatti1', 'affiliation_name': 'Indian Institute of Technology, Bombay', 'affiliation_domain': 'iitb.ac.in', 'affiliation_country': 'IN'}, {'name': 'Sunita Sarawagi', 'openreview_id': '~Sunita_Sarawagi1', 'affiliation_name': 'IIT Bombay', 'affiliation_domain': 'iitb.ac.in', 'affiliation_country': 'IN'}]",ui/indiaml-tracker/public/tracker/iclr-2025.json,True,"This paper introduces GenRe, a generative model for algorithmic recourse.  GenRe aims to jointly train recourse objectives (proximity, plausibility, and validity) for improved recommendations, unlike previous methods that optimize these separately.  The authors show that GenRe, using a forward sampling approach during inference, outperforms existing baselines in terms of cost, plausibility, and validity of generated recourse suggestions.
",NtwFghsJne,From Search to Sampling: Generative Models for Robust Algorithmic Recourse,https://openreview.net/pdf/c6c8ec06c7f9ef53d5ac4216c2471b1d20415fd0.pdf,True
